: неⷣ҇:NUM,недѣлꙗ
: евн҃глїстъ:NOUN,евангелистъ
: сьде:ADV,сьде
: доньдеже:SCONJ,доньдеже
: да:ADV,да
: ꙗко:SCONJ,ꙗко
: преже:ADP,прѣжде
: болѣзни:NOUN,болѣзнь
: нетьлѣньнаꙗ:ADJ,нетьлѣньнъ
: бѣ:AUX,бꙑти
: дѣва:NOUN,дѣва
: въ:ADP,въ
: истиноу:NOUN,истина
: како:ADV,како
: же:ADV,же
: братыа:NOUN,братиꙗ
: емоу:PRON,и
: иꙗковъ:PROPN,иꙗковъ
: и:CCONJ,и
: братиꙗ:NOUN,братиꙗ
: его:PRON,и
: ꙗкоже:ADV,ꙗкоже
: и:ADV,и
: сь:PRON,сь
: иосифъ:PROPN,иосифъ
: моужь:ADJ,мѫжь
: мариꙗ:PROPN,мариꙗ
: многа:ADJ,мъногъ
: бо:ADV,бо
: прикръвениꙗ:NOUN,прикръвениє
: тъгда:ADV,тогда
: да:ADV,да
: рождьство:NOUN,рождьство
: то:ADP,тъ
: сицю:DET,сиць
: глюбиноу:NOUN,глѫбина
: книгъ:NOUN,кънигꙑ
: о҃цю:NOUN,отьць
: златооустомоу:ADJ,златооустъ
: како:ADV,како
: не:ADV,не
: приложьно:ADJ,приложьно
: намъ:PRON,мꙑ
: искати:VERB,искати
: божии:ADJ,божии
: книгъ:NOUN,кънигꙑ
: ꙗкоже:SCONJ,ꙗкоже
: самъ:PRON,самъ
: г҃ь:NOUN,господь
: гл҃ть:NOUN,глаголати
: ищѣте:VERB,искати
: книгъ:NOUN,кънигꙑ
: ꙗко:SCONJ,ꙗко
: в:ADP,въ
: нихъ:PRON,и
: имате:VERB,имѣти
: жизнь:NOUN,жизнь
: что:PRON,чьто
: бо:ADV,бо
: слажде:ADJ,сладъкъ
: божии:ADJ,божии
: словесъ:NOUN,слово
: ꙗкоже:ADV,ꙗкоже
: рече:VERB,рещи
: псалъмьское:ADJ,псалъмьскъ
: слово:NOUN,слово
: ꙗко:ADV,ꙗко
: сладъка:ADJ,сладъкъ
: въ:ADP,въ
: грътани:NOUN,грътань
: моемь:DET,мои
: словеса:NOUN,слово
: твоꙗ:DET,твои
: паче:ADV,паче
: меда:NOUN,медъ
: въ:ADP,въ
: оустѣхъ:NOUN,оуста
: моихъ:DET,мои
: кто:PRON,къто
: же:ADV,же
: тольма:ADV,тольма
: боудеть:NOUN,бꙑти
: ли:ADV,ли
: неродивъ:ADJ,неродивъ
: волею:NOUN,волꙗ
: ꙗко:SCONJ,ꙗко
: б҃жии:ADJ,божии
: словесъ:NOUN,слово
: намъ:PRON,мꙑ
: о҃ци:NOUN,отьць
: не:ADV,не
: разу(!)мѣти:VERB,разоумѣти
: ни:CCONJ,ни
: оубо:ADV,оубо
: не:ADV,не
: мозѣмъ:VERB,мощи
: братие:NOUN,братиꙗ
: волею:NOUN,волꙗ
: отъвратити:VERB,отъвратити
: отъ:ADP,отъ
: нихъ:PRON,и
: да:SCONJ,да
: не:ADV,не
: речено:VERB,рещи
: боудеть:VERB,бꙑти
: и:CCONJ,и
: на:ADP,на
: насъ:PRON,мꙑ
: слово:NOUN,слово
: б҃жие:ADJ,божии
: гл҃щеє:VERB,глаголати
: людие:NOUN,людиє
: сии:DET,сь
: оустьнами:NOUN,оустьна
: своими:DET,свои
: чьтоуть:VERB,чисти
: мꙗ:PRON,азъ
: а:CCONJ,а
: срьдьцꙗ:NOUN,срьдьце
: ихъ:PRON,и
: далече:ADV,далече
: отъстоꙗть:VERB,отъстоꙗти
: оⷮ:NOUN,отъ
: мене:PRON,азъ
: и:CCONJ,и
: очима:NOUN,око
: своима:DET,свои
: мьжꙗшꙗ:VERB,миꙃати
: и:PRON,и
: ꙋшима:NOUN,оухо
: своима:DET,свои
: тѧжько:ADV,тѧжько
: и:CCONJ,и
: срд҃цьмь:NOUN,срьдьце
: не:ADV,не
: разоумѣшѧ:VERB,разоумѣти
: да:SCONJ,да
: не:ADV,не
: исцѣлю:VERB,ицѣлити
: ѧ:ADP,и
: сица:DET,сиць
: оубо:ADV,оубо
: съвѣдѣниꙗ:NOUN,съвѣдѣниє
: грозьна:ADJ,грозьнъ
: имоуще:VERB,имѣти
: ѿ:ADP,отъ
: божии:ADJ,божии
: кънигъ:NOUN,кънигꙑ
: ѿстоупимъ:VERB,отъстѫпити
: ѿ:CCONJ,отъ
: оуныниꙗ:NOUN,оунꙑниє
: и:CCONJ,и
: дроуга:PRON,дроугъ
: б҃жиꙗ:ADJ,божии
: пⷪ҇слоушаимъ:VERB,послоушати
: б҃овидьца:NOUN,боговидьць
: мосѣа:PROPN,моси
: гл҃юща:VERB,глаголати
: да:SCONJ,да
: боудꙋть:NOUN,бꙑти
: словеса:NOUN,слово
: г҃а:NOUN,господь
: б҃а:NOUN,богъ
: твоего:DET,твои
: въ:ADP,въ
: срд҃ци:NOUN,срьдьце
: твоемь:DET,твои
: присно:ADV,присно
: лежѧи:VERB,лежати
: бо:ADV,бо
: и:CCONJ,и
: съпѧ:VERB,съпати
: и:CCONJ,и
: сѣдꙗ:VERB,сѣсти
: и:CCONJ,и
: ходꙗ:NOUN,ходити
: вънѣ:ADV,вънѣ
: да:SCONJ,да
: наслѣдоуеши:VERB,наслѣдовати
: землю:NOUN,землꙗ
: юже:ADV,оуже
: ти:PRON,тꙑ
: г҃ь:NOUN,господь
: б҃ъ:NOUN,богъ
: твои:DET,твои
: ѡбѣща:NOUN,обѣщати
: кою:PRON,кꙑи
: же:ADV,же
: землю:NOUN,землꙗ
: юже:ADV,иже
: кротъциї:ADJ,кротъкъ
: срд҃цьмь:NOUN,срьдьце
: наслѣдоують:VERB,наслѣдовати
: о:ADP,о
: х҃ѣ:PROPN,христосъ
: ї҃сѣ:PROPN,исоусъ
: г҃и:NOUN,господь
: нашемь:DET,нашь
: емꙋже:PRON,иже
: слава:NOUN,слава
: съ:ADP,съ
: о҃цьмь:NOUN,отьць
: и:CCONJ,и
: сь:ADP,сь
: д҃хъмь:NOUN,доухъ
: и:CCONJ,и
: присно:ADV,присно
: и:CCONJ,и
: въ:ADP,въ
: вѣком:NOUN,вѣкъ
: аминь:INTJ,аминъ
